level1,level2,level3,function.,pge01b,pge02b,pge03b,pge04b,pge05b,pge06b,pge07b,pge08b,pge09b,pge10b,pge01c,pge02c,pge03c,pge04c,pge05c,pge06c,pge07c,pge08c,pge09c,pge10c,pgw01b,pgw02b,pgw03b,pgw04b,pgw05b,pgw06b,pgw07b,pgw08b,pgw09b,pgw10b,pgw01c,pgw02c,pgw03c,pgw04c,pgw05c,pgw06c,pgw07c,pgw08c,pgw09c,pgw10c
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2),59,35,26,39,34,55,50,54,42,46,32,39,42,44,46,44,41,46,27,45,40,62,28,33,41,42,36,35,50,36,35,40,39,29,33,48,26,25,37,43
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2),38,31,25,23,25,28,23,28,48,34,26,42,35,26,30,39,41,41,43,30,36,53,23,34,33,32,25,31,33,29,36,39,35,43,31,41,38,19,45,30
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Biotin carboxyl carrier protein,39,29,38,37,34,38,48,32,30,38,39,31,53,53,44,49,34,38,40,36,36,64,29,43,33,42,48,32,36,33,50,32,30,37,38,24,45,37,41,48
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14),53,38,51,54,50,41,44,32,43,46,40,51,54,33,61,52,49,43,41,33,50,57,30,55,50,33,55,61,56,47,52,44,53,58,41,56,29,44,48,48
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9),34,33,26,23,13,30,30,25,34,23,29,25,24,29,25,39,30,26,29,28,27,26,34,34,32,21,31,25,23,32,22,21,35,27,35,44,25,39,25,21
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),45,32,44,32,25,29,37,40,20,41,36,40,36,47,31,40,43,33,34,33,44,38,38,27,27,32,23,35,39,20,35,40,19,34,26,23,30,29,50,29
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10),15,18,11,12,9,16,9,4,12,13,11,16,11,11,6,6,11,9,9,12,15,10,12,6,13,6,11,7,11,11,10,12,9,9,11,13,12,8,14,18
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33,0,38,42,39,47,45,23,45,36,53,33,35
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,Transcriptional regulator of fatty acid biosynthesis FabT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_Acid_Biosynthesis_FASII,"Holo-[acyl-carrier protein] synthase, alternative (EC 2.7.8.7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_degradation_regulons,"2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)",17,5,15,10,12,8,11,14,11,12,10,12,19,16,11,6,19,16,15,10,18,13,10,6,11,22,9,19,12,5,14,10,11,15,7,18,13,15,9,16
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_degradation_regulons,Butyryl-CoA dehydrogenase (EC 1.3.99.2),128,141,121,125,138,145,122,110,116,143,94,102,122,137,119,122,131,105,113,114,140,143,123,111,110,137,130,126,136,133,119,170,99,165,121,142,106,104,135,109
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_degradation_regulons,"Fatty acid degradation regulator YsiA, TetR family",4,1,1,0,4,5,4,2,2,0,3,0,1,3,3,2,1,3,2,1,3,4,2,2,1,5,2,1,2,3,4,2,1,2,0,1,4,3,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_degradation_regulons,Long-chain fatty acid transport protein,0,0,1,4,1,4,0,1,1,2,0,0,0,0,0,1,0,5,0,0,0,1,0,0,2,0,1,0,0,0,1,3,0,2,2,5,6,1,2,2
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_degradation_regulons,"Predicted transcriptional regulator for fatty acid degradation FadP, TetR family",0,0,1,0,1,4,0,2,2,0,0,2,2,0,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,2
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_degradation_regulons,"Predicted transcriptional regulator for fatty acid degradation FadQ, TetR family",0,1,1,0,4,2,2,0,1,2,0,0,3,0,1,2,1,3,1,0,1,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_degradation_regulons,"Transcriptional regulator for fatty acid degradation FadR, GntR family",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_metabolism_cluster,3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,7,12,14,5,10,9,10,9,11,9,8
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_metabolism_cluster,Long-chain-acyl-CoA dehydrogenase (EC 1.3.99.13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty_acid_metabolism_cluster,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,307,0,243,287,292,268,326,269,344,268,247,220,279
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,(3R)-hydroxymyristoyl-[ACP] dehydratase (EC 4.2.1.-),0,0,2,1,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,2,0,1,2,1,1,0,0,0,0,0,0,2,1,0,0,1
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.60),0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,3-oxoacyl-[ACP] reductase (EC 1.1.1.100),1,1,0,1,2,2,1,0,4,0,2,4,3,8,2,3,3,2,1,2,2,1,2,1,0,0,0,2,2,1,0,0,3,5,1,2,1,2,1,1
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,3-oxoacyl-[ACP] synthase,4,4,4,4,2,13,4,3,4,3,3,3,0,5,4,0,3,3,3,3,3,3,1,2,0,1,3,2,2,1,0,1,4,0,2,5,0,3,5,2
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,3-oxoacyl-[ACP] synthase (EC 2.3.1.41) FabV like,0,0,0,0,1,1,1,0,0,0,0,1,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,3,0,1,1,0,2,1,2,1,1,0,2
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,FIG017861: hypothetical protein,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,FIG018329: 1-acyl-sn-glycerol-3-phosphate acyltransferase,0,0,0,0,0,1,0,0,3,0,2,0,1,3,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,"FIG021862: membrane protein, exporter",0,1,0,0,1,2,0,0,0,3,1,4,0,1,1,5,3,2,3,1,1,2,0,2,4,0,2,0,2,0,1,0,4,5,2,1,1,3,1,2
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,FIG022199: FAD-binding protein,7,3,2,3,4,2,2,2,5,4,3,4,4,2,0,4,7,6,7,3,12,4,1,3,1,3,0,2,7,2,2,1,2,0,3,0,4,4,2,7
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,FIG025233: SAM-dependent methyltransferases,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,FIG027190: Putative transmembrane protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,FIG138576: 3-oxoacyl-[ACP] synthase (EC 2.3.1.41),1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,2,1
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,FIG143263: Glycosyl transferase,2,3,1,0,2,4,1,1,1,1,2,2,1,1,1,0,5,0,2,1,0,2,1,0,2,0,0,0,1,2,2,3,0,1,0,1,0,0,0,5
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,"FIGfam138462: Acyl-CoA synthetase, AMP-(fatty) acid ligase",0,0,1,4,0,2,4,0,0,1,0,0,2,4,0,3,4,6,0,0,2,0,0,2,0,3,1,4,4,0,1,0,0,0,2,2,0,4,1,4
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,Lysophospholipid acyltransferase,1,0,0,1,1,4,5,0,2,1,5,1,0,3,0,0,0,0,1,0,0,1,1,0,3,1,1,0,0,3,0,1,1,2,3,1,1,0,2,5
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,Putative histidine ammonia-lyase protein,0,1,0,0,0,4,0,0,2,0,2,1,5,2,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid_and_Fatty_acid_biosynthesis_related_cluster,Acyl carrier protein (ACP1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Polyunsaturated_Fatty_Acids_synthesis,"Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9), inferred for PFA pathway",1,0,1,5,0,0,1,5,2,3,5,1,1,1,0,3,0,0,0,1,0,4,0,3,0,0,2,1,0,2,6,3,5,4,1,4,1,1,0,1
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Polyunsaturated_Fatty_Acids_synthesis,"omega-3 polyunsaturated fatty acid synthase subunit, PfaA",10,14,6,8,14,12,7,6,9,9,7,7,11,9,7,5,5,14,5,7,12,5,4,3,14,8,6,9,8,7,8,4,8,13,6,2,8,4,6,11
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Polyunsaturated_Fatty_Acids_synthesis,"omega-3 polyunsaturated fatty acid synthase subunit, PfaC",1,1,1,0,1,5,4,2,6,3,1,0,2,3,2,8,6,1,0,1,3,1,1,0,0,1,2,9,2,2,0,1,0,2,0,1,0,1,2,2
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Acyclic_terpenes_utilization,3-hydroxy-3isohexenylglutaryl-CoA:acetate lyase,1,1,2,0,3,0,3,0,3,4,0,4,0,0,0,0,0,1,2,0,1,0,5,0,1,0,0,3,0,0,0,0,0,0,2,2,2,2,2,2
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Acyclic_terpenes_utilization,"Acyclic terpenes utilization regulator AtuR, TetR family",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Acyclic_terpenes_utilization,Citronellol and citronellal dehydrogenase,0,0,0,1,1,2,3,3,1,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,4,1,1,1,1,1,2,2,3,2,5,1,0,1,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Acyclic_terpenes_utilization,Citronellyl-CoA dehydrogenase,3,1,0,0,1,0,0,2,4,2,1,1,1,1,2,2,0,2,1,1,5,1,0,1,0,1,1,2,3,3,0,4,3,2,4,4,0,2,0,3
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Acyclic_terpenes_utilization,Geranyl-CoA carboxylase biotin-containing subunit,2,4,3,3,6,4,2,7,3,4,2,0,4,3,4,1,5,0,2,2,6,5,2,5,2,5,5,2,6,0,0,3,9,11,2,3,1,0,3,2
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Acyclic_terpenes_utilization,Geranyl-CoA carboxylase carboxyl transferase subunit,3,0,1,3,3,2,0,4,1,0,0,0,3,6,3,1,6,0,2,2,1,0,2,3,0,0,0,1,0,2,0,3,0,0,0,3,3,4,0,3
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Acyclic_terpenes_utilization,Isohexenylglutaconyl-CoA hydratase,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,"(S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase",0,0,1,1,5,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,(S)-3-O-geranylgeranylglyceryl phosphate synthase,0,0,0,2,1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Acetyl-CoA acetyltransferase (EC 2.3.1.9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,106,0,112,99,125,134,140,116,112,114,74,98,125
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Digeranylgeranylglycerophospholipid reductase,1,3,0,4,1,1,3,2,0,2,3,1,0,2,1,1,4,0,4,0,2,3,2,2,0,1,0,1,4,1,1,3,1,3,1,0,2,2,2,1
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Dimethylallyltransferase (EC 2.5.1.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,6,3,5,14,12,8,4,5,6,10,7
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Diphosphomevalonate decarboxylase (EC 4.1.1.33),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29),4,7,7,11,10,6,5,7,11,5,14,16,8,9,7,4,17,17,8,9,12,11,14,13,13,12,11,11,16,12,10,11,11,6,9,8,6,4,8,12
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,14,7,11,24,16,7,17,14,14,18,17
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34),6,1,10,6,10,5,8,4,10,11,7,5,10,5,5,10,6,5,3,10,5,9,6,7,6,3,9,3,8,11,6,5,10,4,7,16,3,11,5,9
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Isopentenyl phosphate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,6,1,3,4,4,1,6,4,0,1
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,"Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,1,2,0,2,2,3,2,2,9,5
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Mevalonate kinase (EC 2.7.1.36),0,0,0,0,1,0,0,2,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,3,1,0,1,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal_lipids,Phosphomevalonate kinase (EC 2.7.4.2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,"4,4'-diapolycopene oxidase",4,2,1,2,1,1,2,0,0,0,1,1,1,0,0,2,0,0,0,0,3,0,2,0,0,1,1,1,2,1,0,0,1,1,1,2,2,0,1,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Beta-carotene hydroxylase,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,3,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,C50 carotenoid epsilon cyclase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Carotenoid cis-trans isomerase (EC 5.2.-.-),0,1,0,0,0,1,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,3,1,0,0,2
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,CrtT-methyltransferase-like protein,0,0,0,0,0,0,1,0,2,5,5,0,4,1,0,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,CrtV-methyltransferase-like protein,2,3,0,1,0,1,0,0,0,6,3,0,0,0,0,0,3,0,0,2,4,0,0,1,0,3,0,1,2,0,0,0,0,1,0,0,0,0,4,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Dehydrosqualene synthase (EC 2.5.1.-),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,"gamma-carotene desaturase, putative",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,gamma-carotene hydroxylase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10),13,12,6,18,19,12,7,11,23,11,11,21,16,18,14,15,12,18,13,17,11,19,10,19,19,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Hydroxyneurosporene dehydrogenase (EC 1.-.-.-),2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Hydroxyneurosporene methyltransferase (EC 2.1.1.-),0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Lycopene beta cyclase (EC 1.14.-.-),1,0,2,0,6,0,0,1,0,0,3,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Lycopene cyclase,2,2,1,7,2,2,1,3,3,3,5,8,2,1,5,2,1,3,2,1,1,9,8,0,1,8,4,0,5,5,1,3,7,6,2,7,5,1,0,3
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Lycopene elongase (EC 2.5.1.-),0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Methoxyneurosporene dehydrogenase (EC 1.14.99.-),0,0,0,0,0,1,0,0,3,0,1,0,2,3,0,0,0,0,0,1,2,0,1,1,0,0,2,1,0,0,0,2,2,2,0,2,2,0,1,3
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Neurosporene desaturase (EC 1.-.-.-),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,phi-Carotenoid synthase (EC 1.3.-.- and EC 2.1.1-),1,0,4,1,0,0,1,0,1,0,2,2,0,1,0,0,0,2,0,0,1,2,0,0,1,1,2,1,0,0,1,3,0,3,0,2,2,1,4,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Phytoene dehydrogenase (EC 1.14.99.-),44,23,23,24,21,26,23,17,22,20,14,28,41,22,16,13,27,16,17,15,31,35,11,8,17,13,22,14,27,12,16,19,26,18,15,19,22,7,25,24
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Phytoene dehydrogenase and related proteins,20,36,31,29,25,30,28,31,22,27,27,22,31,14,28,15,31,9,23,30,31,30,27,25,22,28,20,25,22,40,27,36,33,32,18,44,30,18,23,23
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Phytoene desaturase (EC 1.14.99.-),9,9,6,2,5,7,7,12,4,22,6,13,4,16,7,11,5,4,4,4,19,4,6,7,7,7,8,6,4,3,9,1,4,4,9,25,6,3,6,8
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,"Phytoene desaturase, neurosporene or lycopene producing (EC 1.3.-.-)",4,3,8,3,2,5,2,2,2,2,3,2,3,4,3,4,1,1,3,2,7,4,3,1,4,3,6,1,3,5,3,4,0,5,6,2,3,5,5,5
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,"Phytoene desaturase, pro-zeta-carotene producing (EC 1.-.-.-)",9,13,11,9,11,3,11,3,6,10,9,15,13,14,11,10,15,6,8,7,15,13,2,8,19,10,9,3,15,7,3,12,13,9,16,6,14,0,14,6
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Phytoene synthase (EC 2.5.1.32),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,0,33,28,34,20,30,26,20,36,25,22,32
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,"Pro-zeta-carotene desaturase, prolycopene producing (EC 1.-.-.-)",1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,6,4,2,0,1,1,0,0,0,2,0,0,1,1,2,0,0,0,1,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Regulator of carotenoid biosynthesis,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids,Zeaxanthin glucosyl transferase,2,1,1,2,0,2,4,1,1,0,1,3,9,6,5,3,1,2,1,3,4,2,1,2,2,6,1,1,1,2,0,2,2,5,5,1,0,2,8,1
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Dolichol_metabolism,Dehydrodolichyl diphosphate synthase (EC 2.5.1.-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
