level1,level2,level3,funct,pgeb.1,pgeb.2,pgeb.3,pgeb.4,pgec.1,pgec.2,pgec.3,pgec.4,pgwb.1,pgwb.2,pgwb.3,pgwb.4,pgwc.1,pgwc.2,pgwc.3,pgwc.4,rcb.1,rcb.2,rcb.3,rcb.4,rcc.1,rcc.2,rcc.3,rcc.4
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Pyridoxine,Pyridoxin_(Vitamin_B6)_Biosynthesis,"Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)",0.000290498,0.000402404,0.00057174,0.00038233,0.000222848,0.000221811,0.000192627,0.000253537,0.000480375,0.000299738,0.000468582,0.000618785,0.000429024,0.000405597,0.00013553,0.00016592,0.000419593,0.000559804,0.000422218,0.000538634,0.00033986,0.000361712,0.000139801,0.000432781
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD","Riboflavin,_FMN_and_FAD_metabolism",Pyrimidine deaminase archaeal predicted (EC 3.5.4.26),2.64E-05,1.30E-05,1.73E-05,2.94E-05,0,0.000110906,4.45E-05,3.90E-05,2.83E-05,3.00E-05,1.56E-05,4.42E-05,1.87E-05,0.000135199,3.39E-05,0.00012444,5.04E-05,1.00E-04,3.13E-05,3.85E-05,3.49E-05,1.34E-05,9.99E-06,7.08E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD","Riboflavin,_FMN_and_FAD_metabolism",Pyrimidine deaminase eukaryotic (EC 3.5.4.26),0,2.60E-05,3.47E-05,0,0,0,1.48E-05,4.88E-05,0,0.000104908,0,0.000176796,0,0,0,0.00012444,8.39E-06,8.00E-05,7.82E-06,1.28E-05,0,0,3.00E-05,7.87E-06
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,5-FCL-like_protein,Pyruvate dehydrogenase E1 component (EC 1.2.4.1),0.001267628,0.001285097,0.001897139,0.001529322,0.001053463,0.000813309,0.001718824,0.00162849,0.001751957,0.000944174,0.001452603,0.001480663,0.002163775,0.001656189,0.00134401,0.00132736,0.001443401,0.001689409,0.001446488,0.001282462,0.001429157,0.001808561,0.001497873,0.000983594
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD_regulation,Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19),0.000316907,0.000272596,0.000311858,0.00020587,0.000526732,0.000369686,0.000400071,0.000438815,0.000395603,0.000254777,0.000359246,0.000486188,0.000279799,0.000405597,0.000327532,0.00033184,0.000453161,0.000359874,0.000422218,0.000346265,0.000435718,0.000227745,0.000409419,0.000385569
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD_and_NADP_cofactor_biosynthesis_global,Quinolinate synthetase (EC 2.5.1.72),0.000422543,0.000493269,0.000528427,0.000529381,0.000546991,0.000110906,0.000651968,0.000575335,0.000480375,0.000464593,0.000531059,0.000574586,0.000540944,0.000388697,0.000463062,0.00074664,0.000478336,0.000389864,0.000312754,0.000423213,0.000444433,0.000509076,0.000529248,0.000369831
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Heme_biosynthesis_orphans,Radical SAM domain heme biosynthesis protein,0,1.30E-05,4.33E-05,0.00011764,2.03E-05,0,2.96E-05,2.93E-05,0.000113029,5.99E-05,0,0,0,0,0,0.00012444,1.68E-05,5.00E-05,7.82E-06,6.41E-05,1.74E-05,1.34E-05,3.99E-05,2.36E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Chlorophyll_Degradation,Red chlorophyll catabolite reductase (EC 1.-.-.-),0,0,0,0,4.05E-05,0.000147874,0,0,0,0,0,0,0,0,4.52E-05,0,0,0,0,0,0,0,0,6.30E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,p-Aminobenzoyl-Glutamate_Utilization,"Regulatory protein (induces abgABT, used to catabolize p-aminobenzoyl-glutamate)",0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Methanopterin_biosynthesis2,Related to Dihydropteroate synthase,0,6.49E-05,9.53E-05,0,8.10E-05,3.70E-05,5.93E-05,9.75E-06,0,3.00E-05,6.25E-05,0,0,0.000101399,0,4.15E-05,0,2.00E-05,0,0,4.36E-05,8.04E-05,9.99E-05,3.15E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD","Riboflavin,_FMN_and_FAD_metabolism",Riboflavin kinase (EC 2.7.1.26),7.92E-05,0.00016875,0.000129941,0.00020587,0.000101295,7.39E-05,8.89E-05,0.000175526,8.48E-05,7.49E-05,9.37E-05,0.000110497,1.87E-05,0.000118299,9.04E-05,0.00012444,0.000184621,0.000209927,0.000156377,0.000115422,0.000122001,0.000147364,0.000149787,0.000133769
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD",riboflavin_to_FAD,Riboflavin synthase alpha chain (EC 2.5.1.9),0.000158453,0.000272596,0.000355172,0.00023528,0.000202589,0.000480591,0.000311166,0.000390057,0.000339088,0.000314725,0.000390485,0.000353591,0.000317105,0.000202799,0.000293649,0.00037332,0.00022658,0.000309892,0.000492588,0.000307791,0.000331146,0.000415299,0.00035949,0.000346225
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD","Riboflavin,_FMN_and_FAD_metabolism",Riboflavin transporter PnuX,5.28E-05,2.60E-05,5.20E-05,8.82E-05,4.05E-05,3.70E-05,2.96E-05,1.95E-05,2.83E-05,3.00E-05,6.25E-05,6.63E-05,1.87E-05,6.76E-05,3.39E-05,8.30E-05,5.04E-05,7.00E-05,2.35E-05,1.28E-05,1.74E-05,5.36E-05,4.99E-05,6.30E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),0.000897903,0.001025481,0.000926913,0.001205811,0.000891392,0.000813309,0.000918682,0.000741109,0.000847721,0.00067441,0.000702872,0.000972376,0.000746129,0.000760495,0.000801888,0.0008296,0.000679741,0.000889689,0.000938262,0.001038794,0.00069715,0.000696631,0.000798866,0.000802612
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD_and_NADP_cofactor_biosynthesis_global,"Ribosyl nicotinamide transporter, PnuC-like",7.92E-05,1.30E-05,2.60E-05,5.88E-05,0,0,8.89E-05,9.75E-06,0,7.49E-05,1.56E-05,0,5.60E-05,1.69E-05,4.52E-05,0,2.52E-05,1.00E-05,3.13E-05,1.28E-05,2.61E-05,4.02E-05,3.00E-05,1.57E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD_and_NADP_cofactor_biosynthesis_global,Ribosylnicotinamide kinase (EC 2.7.1.22),5.28E-05,5.19E-05,6.06E-05,0,2.03E-05,0,4.45E-05,3.90E-05,0,3.00E-05,1.56E-05,2.21E-05,1.87E-05,5.07E-05,3.39E-05,0,2.52E-05,0,2.35E-05,1.28E-05,1.74E-05,4.02E-05,9.99E-06,3.93E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD_and_NADP_cofactor_biosynthesis_global,"Ribosylnicotinamide kinase, eukaryotic (EC 2.7.1.22)",0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),0.000422543,0.000246635,0.000233894,0.00020587,0.000222848,0.000295749,0.000296349,0.000351052,0.000226059,0.000209816,0.000359246,0.000464088,0.000205186,0.000287298,0.000304943,0.00037332,0.000344067,0.000119958,0.000320573,0.00033344,0.000392147,0.000375109,0.000289589,0.000393437
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Pterin_biosynthesis,Sepiapterin reductase (EC 1.1.1.153),7.92E-05,0.000103846,4.33E-05,0,0.000101295,0.000221811,0.000103722,1.95E-05,2.83E-05,0.00019483,1.56E-05,0,7.46E-05,1.69E-05,9.04E-05,0,5.87E-05,1.00E-05,3.91E-05,0,8.71E-06,4.02E-05,9.99E-06,7.08E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Coenzyme_PQQ_synthesis,Similar to coenzyme PQQ synthesis protein B,0,0,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme_B12_biosynthesis,Sirohydrochlorin cobaltochelatase (EC 4.99.1.3),0.000105636,6.49E-05,3.47E-05,2.94E-05,0.000243107,0.000369686,7.41E-05,4.88E-05,8.48E-05,8.99E-05,6.25E-05,0,1.87E-05,3.38E-05,0.000158119,4.15E-05,5.87E-05,0.000129955,3.91E-05,7.69E-05,6.10E-05,5.36E-05,5.99E-05,0.000118031
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Heme_and_Siroheme_Biosynthesis,Sirohydrochlorin ferrochelatase (EC 4.99.1.4),0,1.30E-05,8.66E-05,2.94E-05,6.08E-05,0,5.93E-05,6.83E-05,0,1.50E-05,6.25E-05,0,1.87E-05,1.69E-05,2.26E-05,0,4.20E-05,0.000109962,3.13E-05,0,5.23E-05,2.68E-05,4.99E-05,1.57E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ,Spore photoproduct lyase (EC 4.1.99.-),0.000211271,0.000428366,0.000277207,0.00035292,0.000303884,0.000295749,0.000148174,9.75E-05,0.000254316,0.000374672,0.000312388,0.000486188,0.000261145,0.000185899,0.000248472,0.00012444,0.00022658,0.000329885,0.000218928,1.28E-05,9.59E-05,0.000214348,6.99E-05,0.000306881
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme_B12_biosynthesis,Substrate-specific component CbiM of cobalt ECF transporter,2.64E-05,3.89E-05,1.73E-05,0,4.05E-05,0,0,1.95E-05,0,0,0,0,0,0,5.65E-05,0,0,1.00E-05,3.13E-05,0,2.61E-05,1.34E-05,0,1.57E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme_B12_biosynthesis,Substrate-specific component CblT of predicted B12-regulated ECF transporter for dimethylbenzimidazole,0,0,8.66E-06,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NULL,Thiamin_biosynthesis,Substrate-specific component ThiW of predicted thiazole ECF transporter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,5-FCL-like_protein,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),0.000713041,0.000752885,0.000814297,0.000941121,0.000790097,0.000628466,0.00081496,0.000663098,0.001045523,0.000809292,0.000671634,0.000950276,0.001063234,0.000997093,0.000960007,0.00045628,0.000772052,0.001019643,0.000867893,0.000910548,0.000749436,0.000736821,0.000898724,0.00081835
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme M,coenzyme_M_biosynthesis,Sulfopyruvate decarboxylase - alpha subunit (EC 4.1.1.79),0,0,1.73E-05,0,0,0,1.48E-05,2.93E-05,2.83E-05,3.00E-05,1.56E-05,0,1.87E-05,3.38E-05,0,0,2.52E-05,0,7.82E-06,1.28E-05,1.74E-05,2.68E-05,3.00E-05,7.87E-06
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme M,coenzyme_M_biosynthesis,Sulfopyruvate decarboxylase - beta subunit (EC 4.1.1.79),0,1.30E-05,2.60E-05,2.94E-05,2.03E-05,0,0,2.93E-05,2.83E-05,7.49E-05,0,0,3.73E-05,8.45E-05,0,4.15E-05,2.52E-05,3.00E-05,0,3.85E-05,3.49E-05,1.34E-05,3.00E-05,3.15E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NULL,Thiamin_biosynthesis,Sulfur carrier protein adenylyltransferase ThiF,0.000343316,0.000739904,0.000840285,0.000882301,0.000628026,0.000406654,0.000607515,0.000682601,0.000932493,0.000719371,0.000656014,0.000928177,0.000895355,0.000777395,0.000632475,0.00095404,0.000595823,0.000729745,0.000500407,0.000807951,0.000688435,0.000643044,0.000519263,0.000613762
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ-Iron,TctC citrate transporter,5.28E-05,3.89E-05,0,0,0,3.70E-05,7.41E-05,0,5.65E-05,1.50E-05,6.25E-05,0,3.73E-05,3.38E-05,2.26E-05,0,8.39E-06,2.00E-05,7.82E-05,0,4.36E-05,2.68E-05,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NULL,Thiamin_biosynthesis,"Thiamin ABC transporter, ATPase component",5.28E-05,5.19E-05,6.06E-05,0,0,0,2.96E-05,6.83E-05,0,5.99E-05,3.12E-05,4.42E-05,3.73E-05,6.76E-05,1.13E-05,4.15E-05,5.87E-05,7.00E-05,7.04E-05,2.56E-05,5.23E-05,1.34E-05,3.99E-05,2.36E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NULL,Thiamin_biosynthesis,"Thiamin ABC transporter, substrate-binding component",0,1.30E-05,3.47E-05,0,2.03E-05,0,2.96E-05,1.95E-05,8.48E-05,3.00E-05,1.56E-05,2.21E-05,9.33E-05,1.69E-05,3.39E-05,0,8.39E-06,6.00E-05,8.60E-05,0,8.71E-06,0,0,1.57E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NULL,Thiamin_biosynthesis,"Thiamin ABC transporter, transmembrane component",2.64E-05,0.000129808,0.000121278,0.00014705,4.05E-05,0,8.89E-05,3.90E-05,2.83E-05,8.99E-05,6.25E-05,0.000154696,0.000149226,1.69E-05,0.000192001,0,8.39E-06,8.00E-05,5.47E-05,6.41E-05,8.71E-05,8.04E-05,6.99E-05,3.93E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NULL,Thiamin_biosynthesis,Thiamin-regulated outer membrane receptor Omr1,5.28E-05,3.89E-05,2.60E-05,0,4.05E-05,0.000110906,5.93E-05,1.95E-05,0,4.50E-05,0.000109336,2.21E-05,7.46E-05,3.38E-05,5.65E-05,4.15E-05,1.68E-05,0,3.91E-05,0,6.97E-05,1.34E-05,9.99E-06,3.93E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,5-FCL-like_protein,Thiamine-monophosphate kinase (EC 2.7.4.16),0.000290498,0.000324519,0.000251219,0.0002941,0.000222848,0.00025878,0.000162992,0.000282792,8.48E-05,0.000374672,0.000187433,0.000176796,0.000205186,0.000422497,0.000282355,0.0002074,0.000251756,0.000379867,0.000312754,0.000307791,0.00027886,0.000267935,0.00023966,0.00044065
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ,Thiazole biosynthesis protein ThiH,5.28E-05,1.30E-05,2.60E-05,0,4.05E-05,7.39E-05,2.96E-05,6.83E-05,0,0.000149869,0.000109336,0,1.87E-05,6.76E-05,2.26E-05,0,5.87E-05,1.00E-04,7.82E-06,0,4.36E-05,4.02E-05,2.00E-05,3.15E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NULL,Thiamin_biosynthesis,Thiazole biosynthetic enzyme Thi4,0,0,0,0,0,0,0,0,2.83E-05,0,1.56E-05,2.21E-05,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ,Thiol:disulfide interchange protein DsbC,0,2.60E-05,8.66E-06,0,0,0,1.48E-05,9.75E-06,2.83E-05,1.50E-05,1.56E-05,0,1.87E-05,3.38E-05,4.52E-05,0,0,0,3.13E-05,0,8.71E-06,1.34E-05,9.99E-06,7.87E-06
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Cobalamin_synthesis,Threonine kinase in B12 biosynthesis,0,1.30E-05,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,0,2.00E-05,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Folate_Biosynthesis,Thymidylate synthase (EC 2.1.1.45),0.00023768,0.000181731,0.000355172,0.00035292,0.000222848,0.000147874,0.000325984,0.000468069,0.000423861,0.000404646,0.00049982,0.000309392,0.000540944,0.000304198,0.000508239,0.00024888,0.000201405,0.000279902,0.000484769,0.000141071,0.000270145,0.000281332,0.00023966,0.000236062
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Folate_Biosynthesis,Thymidylate synthase thyX (EC 2.1.1.-),0.000132045,0.000415385,0.000459125,0.000470561,0.000425437,0.000369686,0.000400071,0.000448566,0.000565147,0.000284751,0.000312388,0.000309392,0.000410371,0.000439397,0.000417885,0.00037332,0.000251756,0.00042985,0.000218928,0.000474511,0.000217859,0.000187554,0.00042939,0.000283275
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ-Iron,TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins,2.64E-05,7.79E-05,8.66E-05,0.00011764,0,3.70E-05,7.41E-05,3.90E-05,5.65E-05,3.00E-05,4.69E-05,4.42E-05,9.33E-05,5.07E-05,4.52E-05,8.30E-05,3.36E-05,4.00E-05,3.91E-05,2.56E-05,0.000104572,8.04E-05,7.99E-05,3.15E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ-Iron,"Transcriptional regulator, FUR family",0.000132045,0.000116827,0.000129941,0.00014705,0.000101295,0.000110906,0.000237079,0.000126769,0.000226059,0.000104908,0.00026553,0.000176796,0.000242492,0.000118299,6.78E-05,4.15E-05,0.000151054,0.000219923,0.000211109,0.000141071,0.000226574,9.38E-05,0.000179745,0.00018885
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD_and_NADP_cofactor_biosynthesis_global,Transcriptional repressor for NAD biosynthesis in gram-positives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28E-05,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Biotin,Biotin_biosynthesis,Transmembrane component BioN of energizing module of biotin ECF transporter,0,0,3.47E-05,0,0,0,0,9.75E-06,5.65E-05,0,3.12E-05,0,1.87E-05,0,2.26E-05,0,1.68E-05,5.00E-05,1.56E-05,2.56E-05,8.71E-06,2.68E-05,0,7.87E-06
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme_B12_biosynthesis,Transmembrane component CbiQ of energizing module of cobalt ECF transporter,0,1.30E-05,8.66E-06,0,0,3.70E-05,0,9.75E-06,0,0,3.12E-05,0,3.73E-05,0,0,0,8.39E-06,3.00E-05,4.69E-05,0,1.74E-05,1.34E-05,0,1.57E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Methanopterin_biosynthesis2,Triphosphoribosyl-dephospho-CoA synthetase,2.64E-05,1.30E-05,1.73E-05,0,0,0,0,2.93E-05,5.65E-05,3.00E-05,0,0,0,0,0,0,2.52E-05,0,7.82E-06,1.28E-05,8.71E-06,1.34E-05,3.00E-05,2.36E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD_and_NADP_cofactor_biosynthesis_global,"Tryptophan 2,3-dioxygenase (EC 1.13.11.11)",0.000316907,0.000142789,0.000311858,0.00017646,0.000384919,0.000147874,0.000444523,0.000321797,0.000254316,0.000254777,0.00024991,0.000287293,0.000242492,0.000439397,0.000225884,8.30E-05,0.000243364,0.000389864,0.000328392,0.000320616,0.000226574,0.000334919,0.00011983,0.000243931
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Ubiquinone_Biosynthesis,"Ubiquinone biosynthesis methyltransferase COQ5, mitochondrial precursor (EC 2.1.1.-)",0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,4.15E-05,1.68E-05,0,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Ubiquinone_Biosynthesis,Ubiquinone biosynthesis monooxgenase COQ6 (EC 1.14.13.-),2.64E-05,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,4.00E-05,0,0,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Ubiquinone_Biosynthesis,Ubiquinone biosynthesis monooxygenase UbiB,0.001082766,0.001311058,0.000978889,0.000794071,0.001195276,0.001663586,0.001096491,0.000994646,0.000960751,0.001183964,0.000796589,0.000906077,0.001193807,0.000811194,0.001648954,0.00132736,0.000981848,0.001469486,0.000977357,0.000872074,0.000993438,0.001018153,0.000928681,0.001628831
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Menaquinone_and_Phylloquinone_Biosynthesis,Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-),0.000369725,0.000402404,0.00072767,0.000558791,0.000405178,0.000443623,0.000592698,0.000575335,0.000593405,0.000614462,0.000593537,0.00039779,0.000764783,0.000574596,0.000451768,0.00033184,0.000528688,0.000529815,0.000641146,0.000705354,0.000522862,0.000482283,0.000609135,0.000424912
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Methanopterin_biosynthesis2,Uncharacterized protein MJ1487,0,0,0,0,0,0,0,0,0,3.00E-05,0,0,0,0,0,0,0,0,0,2.56E-05,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Heme_and_Siroheme_Biosynthesis,Uroporphyrinogen III decarboxylase (EC 4.1.1.37),0.000211271,0.000233654,0.000346509,0.00041174,0.000243107,0.000332717,0.000148174,0.000292543,0.000367346,0.000209816,0.000374865,0.000243094,0.000223839,0.000506997,0.000259767,4.15E-05,0.000260148,0.000319888,0.000328392,0.000230843,0.000374718,0.000321522,0.000209702,0.000259669
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme_B12_biosynthesis,Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),0.000343316,0.000480289,0.00072767,0.000617611,0.000587508,0.000813309,0.00069642,0.000604589,0.000875978,0.000764331,0.000421723,0.000574586,0.000466331,0.000202799,0.000542122,0.00058072,0.00062939,0.000709752,0.000586414,0.000436037,0.00055772,0.000415299,0.000689022,0.000684581
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Heme_and_Siroheme_Biosynthesis,Uroporphyrinogen-III synthase (EC 4.2.1.75),0.00023768,0.00016875,0.000138604,8.82E-05,2.03E-05,0.000184843,7.41E-05,8.78E-05,5.65E-05,0.000254777,7.81E-05,4.42E-05,0.000130573,0.000152099,0.000101648,0.00012444,0.000201405,1.00E-04,0.000109464,0.000282142,0.000148144,0.000107174,0.000199716,0.000149506
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Heme_and_Siroheme_Biosynthesis,"Uroporphyrinogen-III synthase, divergent, Flavobacterial type (EC 4.2.1.75)",0,0,0,0,0,0,0,9.75E-06,0,3.00E-05,0,0,0,0,1.13E-05,0,0,0,1.56E-05,1.28E-05,0,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme_B12_biosynthesis,"Vitamin B12 ABC transporter, ATPase component BtuD",2.64E-05,6.49E-05,7.80E-05,5.88E-05,0,0,5.93E-05,3.90E-05,5.65E-05,1.50E-05,1.56E-05,6.63E-05,1.87E-05,3.38E-05,2.26E-05,8.30E-05,4.20E-05,3.00E-05,3.91E-05,0.000115422,3.49E-05,2.68E-05,9.99E-06,3.15E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme_B12_biosynthesis,"Vitamin B12 ABC transporter, B12-binding component BtuF",7.92E-05,1.30E-05,0.000103953,0,0.00018233,0.000147874,0.000148174,7.80E-05,0.000141287,3.00E-05,3.12E-05,2.21E-05,9.33E-05,0.000118299,3.39E-05,4.15E-05,0.000100702,5.00E-05,0.000140739,0.000192369,6.10E-05,0.000160761,0.000129816,0.0001259
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme_B12_biosynthesis,"Vitamin B12 ABC transporter, permease component BtuC",7.92E-05,2.60E-05,6.06E-05,0,6.08E-05,7.39E-05,0.00011854,4.88E-05,2.83E-05,7.49E-05,4.69E-05,2.21E-05,9.33E-05,0.000101399,4.52E-05,0,9.23E-05,5.00E-05,3.91E-05,8.98E-05,6.97E-05,6.70E-05,4.99E-05,0.0001259
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ,YgfY COG2938,7.92E-05,2.60E-05,1.73E-05,2.94E-05,8.10E-05,3.70E-05,1.48E-05,2.93E-05,5.65E-05,4.50E-05,1.56E-05,4.42E-05,1.87E-05,0,4.52E-05,8.30E-05,6.71E-05,2.00E-05,3.91E-05,1.28E-05,5.23E-05,5.36E-05,3.00E-05,5.51E-05
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,5-FCL-like_protein,YjbQ (alternate ThiE),0,0,8.66E-06,0,0,0,0,9.75E-06,0,0,1.56E-05,0,0,0,0,4.15E-05,0,0,0,3.85E-05,1.74E-05,2.68E-05,0,7.87E-06
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,methanopterin_biosynthesis,beta-ribofuranosylaminobenzene 5'-phosphate synthase,0,0,8.66E-06,0,0,3.70E-05,0,0,0,0,0,0,1.87E-05,0,0,0,0,0,0,2.56E-05,8.71E-06,0,9.99E-06,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Methanopterin_biosynthesis2,delta 1-pyrroline-5-carboxylate synthetase,2.64E-05,0,0,0,2.03E-05,0,1.48E-05,9.75E-06,0,1.50E-05,0,0,0,0,2.26E-05,0.00012444,1.68E-05,0,7.82E-06,0,0,0,2.00E-05,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Methanopterin_biosynthesis2,duf556 family protein,0,2.60E-05,0,0,0,0,1.48E-05,9.75E-06,0,0,0,0,0,0,0,0,8.39E-06,0,0,0,1.74E-05,0,0,0
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ-Iron,"iron (metal) dependent repressor, DtxR family",0,2.60E-05,1.73E-05,0,0,0,0,2.93E-05,0,1.50E-05,1.56E-05,0,1.87E-05,0,2.26E-05,4.15E-05,1.68E-05,3.00E-05,1.56E-05,5.13E-05,2.61E-05,6.70E-05,9.99E-06,7.87E-06
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Biotin,Biotin_biosynthesis,predicted biotin regulatory protein BioR (GntR family),2.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,0,0,0,1.34E-05,0,7.87E-06
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme F420,Coenzyme_F420_synthesis,putative L-glutamate ligase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,0,0,0
DNA Metabolism,DNA repair,2-phosphoglycolate_salvage,2-deoxyglucose-6-phosphate hydrolase YniC,5.28E-05,3.89E-05,2.60E-05,0,4.05E-05,0,1.48E-05,1.95E-05,0,3.00E-05,1.56E-05,0,3.73E-05,1.69E-05,0,8.30E-05,2.52E-05,5.00E-05,2.35E-05,1.28E-05,2.61E-05,2.68E-05,0,0
