,ID,Site,Quad,Treatment,Year,Density_mean,Cover_mean,nh4_summer17_mean,nh4_winter18_mean,Mg_mean,K_mean,Ca_mean,Na_mean,P_mean,DOC_summer17_mean,DOC_winter18_mean,NO3_summer17_mean,NO3_winter18_mean,CN_ratio_mean,pH_summer17_mean,pH_winter18_mean,PO4_mean,Sand_mean,Silt_mean,Clay_mean,wc_summer17_mean,om_summer17_mean,wc_winter18_mean,om_winter18_mean,P_winter2017_mean,P_spring2017_mean,P_summer2017_mean,P_fall2017_mean,P_winter2018_mean,P_spring2018_mean,P_summer2018_mean,P_fall2018_mean,P_winter2019_mean,P_spring2019_mean,P_summer2019_mean,P_fall2019_mean,P_winter2020_mean,P_spring2020_mean,Tavg_winter2017_mean,Tavg_spring2017_mean,Tavg_summer2017_mean,Tavg_fall2017_mean,Tavg_winter2018_mean,Tavg_spring2018_mean,Tavg_summer2018_mean,Tavg_fall2018_mean,Tavg_winter2019_mean,Tavg_spring2019_mean,Tavg_summer2019_mean,Tavg_fall2019_mean,Tavg_winter2020_mean,Tavg_spring2020_mean,TMax_winter2017_mean,TMax_spring2017_mean,TMax_summer2017_mean,TMax_fall2017_mean,TMax_winter2018_mean,TMax_spring2018_mean,TMax_summer2018_mean,TMax_fall2018_mean,TMax_winter2019_mean,TMax_spring2019_mean,TMax_summer2019_mean,TMax_fall2019_mean,TMax_winter2020_mean,TMax_spring2020_mean,TMin_winter2017_mean,TMin_spring2017_mean,TMin_summer2017_mean,TMin_fall2017_mean,TMin_winter2018_mean,TMin_spring2018_mean,TMin_summer2018_mean,TMin_fall2018_mean,TMin_winter2019_mean,TMin_spring2019_mean,TMin_summer2019_mean,TMin_fall2019_mean,TMin_winter2020_mean,TMin_spring2020_mean,ng.cov_mean,nng.cov_mean,nnf.cov_mean,nf.cov_mean,ng.den_mean,nng.den_mean,nnf.den_mean,nf.den_mean
469,RC10,RC,C,control,2018,8.142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.428571429,6.395698399,2.324254882,0,0.769197769,16.88573873,7.362657092,0
473,RC10,RC,D,control,2018,18.16666667,1.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.333333333,5.596236099,1.355815348,0.965545395,0.897397397,14.77502139,4.294883303,2.689418681
2,PGE01,PGE,A,burn,2019,15.7,9.7,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.5,3.35774166,0.813489209,2.896636185,0.538438438,8.865012831,2.576929982,8.068256042
5,PGE01,PGE,B,burn,2019,15.625,20.375,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0,2.79811805,2.033723022,2.896636185,0,7.387510693,6.442324955,8.068256042
9,PGE01,PGE,C,burn,2019,10.3,13.6,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,2,2.23849444,0.813489209,2.896636185,0.538438438,5.910008554,2.576929982,8.068256042
13,PGE01,PGE,D,burn,2019,9.111111111,13.44444444,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,1.111111111,1.243608022,0.903876898,3.862181581,0.598264932,3.283338086,2.863255536,10.75767472
17,PGE02,PGE,A,burn,2019,12.53846154,6.307692308,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.307692308,0.8609594,2.503043719,2.673818017,0.828366828,2.273080213,7.929015329,7.447620962
21,PGE02,PGE,B,burn,2019,13.25,8.666666667,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.75,2.79811805,2.711630695,1.93109079,0.448698699,7.387510693,8.589766607,5.378837361
24,PGE02,PGE,C,burn,2019,8.866666667,6,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.666666667,1.492329626,1.084652278,3.089745265,0.717917918,3.940005703,3.435906643,8.606139778
28,PGE02,PGE,D,burn,2019,11.41666667,10.66666667,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.083333333,1.865412033,2.711630695,1.93109079,0.448698699,4.925007129,8.589766607,5.378837361
32,PGE03,PGE,A,burn,2019,11.1,12.7,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.5,3.35774166,1.626978417,2.317308948,0.538438438,8.865012831,5.153859964,6.454604833
36,PGE03,PGE,B,burn,2019,6.1,15.8,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,3,3.35774166,0.813489209,2.896636185,0.538438438,8.865012831,2.576929982,8.068256042
40,PGE03,PGE,C,burn,2019,13.57142857,16.42857143,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,1.428571429,3.1978492,1.162127441,2.482831016,0.769197769,8.442869363,3.681328546,6.915648036
44,PGE03,PGE,D,burn,2019,8,12.5,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.625,2.79811805,3.050584532,1.448318093,0.673048048,7.387510693,9.663487433,4.034128021
48,PGE04,PGE,A,burn,2019,13.46153846,4.384615385,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0,2.5828782,1.877282789,2.673818017,0,6.81924064,5.946761497,7.447620962
52,PGE04,PGE,B,burn,2019,25.90909091,16.81818182,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,1.454545455,2.034994945,1.479071288,3.159966748,0.489489489,5.372735049,4.68532724,8.801733864
56,PGE04,PGE,C,burn,2019,14.14285714,17.14285714,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,1,3.1978492,2.324254882,1.655220677,0.769197769,8.442869363,7.362657092,4.610432024
60,PGE04,PGE,D,burn,2019,13.63636364,12.18181818,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.272727273,3.052492418,1.479071288,2.633305623,0.489489489,8.059102574,4.68532724,7.33477822
64,PGE05,PGE,A,burn,2019,5.555555556,5.555555556,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0,3.730824066,2.711630695,1.93109079,0,9.850014257,8.589766607,5.378837361
68,PGE05,PGE,B,burn,2019,10.28571429,13.85714286,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0,4.796773799,2.324254882,1.655220677,0,12.66430404,7.362657092,4.610432024
72,PGE05,PGE,C,burn,2019,9.875,13.875,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.375,4.197177074,1.016861511,1.448318093,0.673048048,11.08126604,3.221162478,4.034128021
76,PGE05,PGE,D,burn,2019,6.142857143,13.14285714,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0,4.796773799,3.486382323,0.827610339,0,12.66430404,11.04398564,2.305216012
80,PGE06,PGE,A,burn,2019,24.76923077,9.923076923,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.230769231,2.5828782,1.877282789,2.228181681,0.414183414,6.81924064,5.946761497,6.206350801
84,PGE06,PGE,B,burn,2019,16.88235294,13.94117647,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0,1.975142153,2.39261532,3.067026549,0,5.21471343,7.57920583,8.542859338
88,PGE06,PGE,C,burn,2019,9.277777778,5.611111111,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.888888889,1.865412033,1.355815348,3.218484651,0.299132466,4.925007129,4.294883303,8.964728935
92,PGE06,PGE,D,burn,2019,15.8,10.8,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,1.6,2.23849444,1.626978417,2.896636185,0.538438438,5.910008554,5.153859964,8.068256042
96,PGE07,PGE,A,burn,2019,18.78571429,10.71428571,0.631507619,0.960818175,0.776974707,0.933443884,0.842626375,0.147584418,0.1119298,0.361754583,0.574706946,0.777049546,1.052529737,12.36504436,5.586,5.52,18.43500424,15.10678927,50.33125504,34.5619557,4.784251479,6.028268599,6.465206819,6.319845917,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0,2.3983869,2.324254882,2.482831016,0,6.332152022,7.362657092,6.915648036
